,Zip,Nature,Year,Counts,2010Pop,Per100k
21251,62863,1311,2016,1,10183,9.820288716488264
21252,62863,1530,2017,1,10183,9.820288716488264
21253,62864,111,2015,2,24108,8.296001327360212
21254,62864,111,2017,3,24108,12.444001991040318
21255,62864,1311,2015,2,24108,8.296001327360212
21256,62864,1311,2016,1,24108,4.148000663680106
21257,62864,1311,2017,2,24108,8.296001327360212
21258,62864,1311,2018,3,24108,12.444001991040318
21259,62864,132,2017,1,24108,4.148000663680106
21260,62864,143,2018,1,24108,4.148000663680106
21261,62864,1530,2016,1,24108,4.148000663680106
21262,62869,1311,2018,1,2682,37.28560775540641
21263,62869,1972,2016,1,2682,37.28560775540641
21264,62881,111,2015,1,11385,8.78348704435661
21265,62881,1311,2015,1,11385,8.78348704435661
21266,62881,1522,2016,1,11385,8.78348704435661
21267,62885,1834,2015,1,839,119.18951132300357
21268,62892,1720,2017,1,317,315.45741324921136
21269,62894,1834,2016,1,1006,99.40357852882703
21270,62901,111,2015,1,27182,3.6789051578250316
21271,62901,1311,2015,1,27182,3.6789051578250316
21272,62901,1966,2016,1,27182,3.6789051578250316
21273,62901,1972,2018,1,27182,3.6789051578250316
21274,62902,111,2015,1,4531,22.070183182520417
21275,62902,111,2016,1,4531,22.070183182520417
21276,62902,1960,2017,1,4531,22.070183182520417
21277,62902,1966,2017,1,4531,22.070183182520417
21278,62906,124,2015,1,7276,13.743815283122595
21279,62918,1839,2016,1,9793,10.211375472276115
21280,62946,160,2018,1,12930,7.733952049497293
21281,62948,111,2015,1,12865,7.773027594247959
21282,62948,111,2016,1,12865,7.773027594247959
21283,62948,1311,2015,1,12865,7.773027594247959
21284,62948,194,2017,1,12865,7.773027594247959
21285,62948,1963,2016,1,12865,7.773027594247959
21286,62959,10,2015,1,26948,3.7108505269407748
21287,62959,111,2017,1,26948,3.7108505269407748
21288,62959,1311,2015,1,26948,3.7108505269407748
21289,62959,1311,2016,1,26948,3.7108505269407748
21290,62959,1311,2017,1,26948,3.7108505269407748
21291,62959,133,2015,1,26948,3.7108505269407748
21292,62959,1720,2018,1,26948,3.7108505269407748
21293,62959,1971,2016,1,26948,3.7108505269407748
21294,62960,10,2015,1,11603,8.618460742911317
21295,62960,1311,2015,1,11603,8.618460742911317
21296,62963,111,2015,1,611,163.66612111292963
21297,62970,111,2017,1,639,156.49452269170578
21298,62970,1319,2017,1,639,156.49452269170578
21299,63005,111,2015,1,17753,5.632850785782685
21300,63005,111,2016,1,17753,5.632850785782685
21301,63005,111,2017,2,17753,11.26570157156537
21302,63005,132,2016,1,17753,5.632850785782685
21303,63005,132,2017,1,17753,5.632850785782685
21304,63005,194,2017,2,17753,11.26570157156537
21305,63010,1311,2016,1,35439,2.821750049380626
21306,63010,1311,2017,1,35439,2.821750049380626
21307,63011,111,2015,1,36347,2.7512587008556415
21308,63011,111,2016,1,36347,2.7512587008556415
21309,63011,1530,2017,1,36347,2.7512587008556415
21310,63017,111,2015,1,41470,2.411381721726549
21311,63017,111,2016,3,41470,7.234145165179648
21312,63017,1510,2017,1,41470,2.411381721726549
21313,63019,111,2016,1,4449,22.47696111485727
21314,63021,1961,2016,1,56261,1.7774301914292316
21315,63025,1972,2015,1,13854,7.218131947451999
21316,63025,1972,2017,1,13854,7.218131947451999
21317,63026,111,2018,2,44124,4.532680627322999
21318,63026,1311,2015,2,44124,4.532680627322999
21319,63026,1311,2016,1,44124,2.2663403136614995
21320,63026,1311,2017,2,44124,4.532680627322999
21321,63026,1319,2017,1,44124,2.2663403136614995
21322,63026,160,2017,1,44124,2.2663403136614995
21323,63026,1960,2016,1,44124,2.2663403136614995
21324,63026,1972,2016,1,44124,2.2663403136614995
21325,63026,1972,2017,1,44124,2.2663403136614995
21326,63028,1311,2015,1,26413,3.7860144625752468
21327,63028,1311,2017,1,26413,3.7860144625752468
21328,63028,1523,2015,1,26413,3.7860144625752468
21329,63031,1311,2016,1,48212,2.0741724052103208
21330,63033,111,2016,1,43000,2.325581395348837
21331,63033,111,2017,1,43000,2.325581395348837
21332,63033,124,2015,1,43000,2.325581395348837
21333,63033,133,2017,1,43000,2.325581395348837
21334,63033,1972,2015,1,43000,2.325581395348837
21335,63038,111,2018,1,6914,14.46340757882557
21336,63042,111,2016,2,19602,10.20304050607081
21337,63042,111,2018,2,19602,10.20304050607081
21338,63042,1311,2015,2,19602,10.20304050607081
21339,63042,132,2015,1,19602,5.101520253035405
21340,63042,132,2016,2,19602,10.20304050607081
21341,63042,132,2017,1,19602,5.101520253035405
21342,63042,133,2018,1,19602,5.101520253035405
21343,63042,143,2018,1,19602,5.101520253035405
21344,63042,150,2015,1,19602,5.101520253035405
21345,63042,1533,2018,1,19602,5.101520253035405
21346,63042,194,2016,1,19602,5.101520253035405
21347,63042,1972,2016,1,19602,5.101520253035405
21348,63043,10,2017,1,22367,4.470872267179327
21349,63043,111,2015,1,22367,4.470872267179327
21350,63043,111,2016,1,22367,4.470872267179327
21351,63043,111,2018,2,22367,8.941744534358653
21352,63043,1720,2018,1,22367,4.470872267179327
21353,63043,194,2018,1,22367,4.470872267179327
21354,63043,1960,2017,1,22367,4.470872267179327
21355,63043,1972,2015,1,22367,4.470872267179327
21356,63043,1972,2018,1,22367,4.470872267179327
21357,63044,111,2015,1,10568,9.462528387585163
21358,63044,111,2016,1,10568,9.462528387585163
21359,63044,111,2017,2,10568,18.925056775170326
21360,63044,1231,2015,1,10568,9.462528387585163
21361,63044,1311,2016,2,10568,18.925056775170326
21362,63044,1311,2017,1,10568,9.462528387585163
21363,63044,1311,2018,1,10568,9.462528387585163
21364,63044,143,2017,1,10568,9.462528387585163
21365,63044,160,2018,1,10568,9.462528387585163
21366,63044,1839,2017,1,10568,9.462528387585163
21367,63044,1972,2018,2,10568,18.925056775170326
21368,63045,10,2015,1,3,33333.33333333333
21369,63045,111,2016,1,3,33333.33333333333
21370,63045,111,2018,1,3,33333.33333333333
21371,63045,1311,2016,3,3,100000.0
21372,63045,1311,2017,1,3,33333.33333333333
21373,63045,1311,2018,1,3,33333.33333333333
21374,63045,132,2017,1,3,33333.33333333333
21375,63045,1729,2016,1,3,33333.33333333333
21376,63045,1729,2018,1,3,33333.33333333333
21377,63045,1964,2015,1,3,33333.33333333333
21378,63048,1725,2018,1,3357,29.78850163836759
21379,63049,111,2015,1,15896,6.290890790135883
21380,63052,111,2015,1,26431,3.78343611668117
21381,63052,120,2018,1,26431,3.78343611668117
21382,63052,132,2017,1,26431,3.78343611668117
21383,63055,5164,2015,1,2449,40.83299305839118
21384,63060,132,2016,1,2461,40.633888663145065
21385,63068,1311,2015,1,4909,20.370747606437156
21386,63068,1311,2016,1,4909,20.370747606437156
21387,63068,1311,2018,1,4909,20.370747606437156
21388,63069,1311,2015,1,15647,6.391001469930338
21389,63069,1311,2016,1,15647,6.391001469930338
21390,63069,1311,2018,1,15647,6.391001469930338
21391,63069,132,2015,1,15647,6.391001469930338
21392,63069,1834,2016,1,15647,6.391001469930338
21393,63069,1965,2015,1,15647,6.391001469930338
21394,63070,1311,2017,1,7438,13.444474321054047
21395,63073,194,2018,1,301,332.22591362126246
21396,63077,1311,2015,1,11798,8.476012883539582
21397,63080,1311,2018,2,13987,14.298991921069565
21398,63080,161,2018,1,13987,7.149495960534782
21399,63080,162,2016,1,13987,7.149495960534782
21400,63084,111,2016,1,17414,5.742506029631331
21401,63084,1311,2016,2,17414,11.485012059262662
21402,63084,1311,2018,1,17414,5.742506029631331
21403,63084,1513,2018,1,17414,5.742506029631331
21404,63084,1972,2015,1,17414,5.742506029631331
21405,63084,1972,2016,1,17414,5.742506029631331
21406,63088,1971,2018,1,8269,12.093360744951022
21407,63090,111,2015,1,21524,4.645976584278015
21408,63090,111,2017,1,21524,4.645976584278015
21409,63090,1311,2016,1,21524,4.645976584278015
21410,63090,1311,2017,1,21524,4.645976584278015
21411,63090,193,2015,1,21524,4.645976584278015
21412,63090,1972,2016,2,21524,9.29195316855603
21413,63101,10,2015,1,2620,38.16793893129771
21414,63101,1729,2016,1,2620,38.16793893129771
21415,63102,111,2018,1,2316,43.177892918825556
21416,63102,1311,2017,1,2316,43.177892918825556
21417,63102,1311,2018,1,2316,43.177892918825556
21418,63102,143,2016,1,2316,43.177892918825556
21419,63102,1971,2015,1,2316,43.177892918825556
21420,63103,111,2017,1,6900,14.492753623188406
21421,63103,111,2018,2,6900,28.985507246376812
21422,63103,1311,2018,1,6900,14.492753623188406
21423,63103,133,2017,1,6900,14.492753623188406
21424,63103,160,2017,1,6900,14.492753623188406
21425,63103,1972,2015,2,6900,28.985507246376812
21426,63104,111,2017,1,18656,5.360205831903945
21427,63104,132,2018,1,18656,5.360205831903945
21428,63105,111,2018,1,17667,5.660270560932813
21429,63105,1311,2016,2,17667,11.320541121865626
21430,63105,1311,2017,1,17667,5.660270560932813
21431,63106,132,2018,1,11883,8.415383320710259
21432,63108,10,2015,1,21568,4.636498516320475
21433,63108,111,2016,1,21568,4.636498516320475
21434,63108,111,2017,1,21568,4.636498516320475
21435,63108,1311,2018,1,21568,4.636498516320475
21436,63108,160,2018,1,21568,4.636498516320475
21437,63109,130,2017,1,26946,3.711125955614934
21438,63109,1729,2018,1,26946,3.711125955614934
21439,63109,1972,2016,1,26946,3.711125955614934
21440,63110,111,2015,1,17107,5.845560296954463
21441,63110,111,2017,1,17107,5.845560296954463
21442,63110,111,2018,1,17107,5.845560296954463
21443,63110,129,2016,1,17107,5.845560296954463
21444,63110,1311,2016,1,17107,5.845560296954463
21445,63110,1311,2017,1,17107,5.845560296954463
21446,63110,1311,2018,1,17107,5.845560296954463
21447,63110,132,2015,2,17107,11.691120593908925
21448,63110,1520,2017,1,17107,5.845560296954463
21449,63110,194,2017,1,17107,5.845560296954463
21450,63110,1972,2016,1,17107,5.845560296954463
21451,63110,1972,2017,1,17107,5.845560296954463
21452,63110,1973,2018,1,17107,5.845560296954463
21453,63111,1311,2016,1,20313,4.922955742627874
21454,63111,1311,2017,1,20313,4.922955742627874
21455,63114,111,2016,1,36201,2.762354631087539
21456,63114,111,2017,1,36201,2.762354631087539
21457,63114,124,2015,1,36201,2.762354631087539
21458,63114,1311,2016,1,36201,2.762354631087539
21459,63114,1311,2017,2,36201,5.524709262175078
21460,63114,132,2017,1,36201,2.762354631087539
21461,63114,132,2018,1,36201,2.762354631087539
21462,63114,1510,2015,1,36201,2.762354631087539
21463,63114,1510,2018,1,36201,2.762354631087539
21464,63114,161,2018,1,36201,2.762354631087539
21465,63114,1960,2015,1,36201,2.762354631087539
21466,63115,1311,2018,1,20775,4.813477737665464
21467,63115,1972,2017,1,20775,4.813477737665464
21468,63116,111,2017,1,43540,2.296738631143776
21469,63116,111,2018,2,43540,4.593477262287552
21470,63117,111,2017,1,9163,10.913456291607552
21471,63117,1231,2018,1,9163,10.913456291607552
21472,63117,194,2016,1,9163,10.913456291607552
21473,63118,111,2017,1,26704,3.744757339724386
21474,63118,1725,2018,1,26704,3.744757339724386
21475,63119,1311,2015,1,33969,2.9438605787629895
21476,63119,1311,2016,2,33969,5.887721157525979
21477,63119,160,2015,1,33969,2.9438605787629895
21478,63120,1312,2015,1,10296,9.712509712509712
21479,63120,1834,2017,1,10296,9.712509712509712
21480,63121,111,2016,1,26602,3.7591158559506805
21481,63121,1311,2017,1,26602,3.7591158559506805
21482,63122,1311,2015,1,38495,2.5977399662293803
21483,63122,1965,2018,1,38495,2.5977399662293803
21484,63122,1972,2015,1,38495,2.5977399662293803
21485,63123,111,2016,1,49308,2.028068467591466
21486,63123,1231,2018,1,49308,2.028068467591466
21487,63123,1311,2015,1,49308,2.028068467591466
21488,63123,1311,2017,1,49308,2.028068467591466
21489,63123,1311,2018,1,49308,2.028068467591466
21490,63123,1522,2015,1,49308,2.028068467591466
21491,63123,1972,2017,1,49308,2.028068467591466
21492,63123,1972,2018,1,49308,2.028068467591466
21493,63124,111,2017,1,10417,9.599692809830085
21494,63125,10,2016,1,32201,3.1054936182106148
21495,63125,111,2016,1,32201,3.1054936182106148
21496,63125,1311,2016,1,32201,3.1054936182106148
21497,63125,132,2016,1,32201,3.1054936182106148
21498,63125,160,2015,1,32201,3.1054936182106148
21499,63125,181,2017,1,32201,3.1054936182106148
21500,63125,1971,2015,1,32201,3.1054936182106148
21501,63126,10,2017,1,15112,6.617257808364214
21502,63127,1311,2017,1,4939,20.24701356549909
21503,63128,111,2016,1,29356,3.4064586455920423
21504,63128,1231,2015,1,29356,3.4064586455920423
21505,63128,124,2016,1,29356,3.4064586455920423
21506,63128,1966,2018,1,29356,3.4064586455920423
21507,63129,10,2017,1,52718,1.8968853143138964
21508,63129,111,2016,1,52718,1.8968853143138964
21509,63129,111,2017,2,52718,3.793770628627793
21510,63129,111,2018,1,52718,1.8968853143138964
21511,63129,1311,2015,1,52718,1.8968853143138964
21512,63129,1720,2016,1,52718,1.8968853143138964
21513,63129,1725,2016,1,52718,1.8968853143138964
21514,63129,1972,2015,1,52718,1.8968853143138964
21515,63130,111,2015,2,30084,6.648052120728626
21516,63130,111,2017,1,30084,3.324026060364313
21517,63130,111,2018,1,30084,3.324026060364313
21518,63130,1311,2015,1,30084,3.324026060364313
21519,63130,1520,2016,1,30084,3.324026060364313
21520,63131,111,2016,1,16769,5.963384817222256
21521,63131,111,2018,1,16769,5.963384817222256
21522,63131,1311,2018,1,16769,5.963384817222256
21523,63131,162,2016,1,16769,5.963384817222256
21524,63131,194,2016,1,16769,5.963384817222256
21525,63132,1311,2015,1,13988,7.148984844152131
21526,63132,1311,2018,2,13988,14.297969688304262
21527,63132,133,2018,1,13988,7.148984844152131
21528,63132,1533,2015,1,13988,7.148984844152131
21529,63132,1830,2016,1,13988,7.148984844152131
21530,63132,1972,2015,1,13988,7.148984844152131
21531,63134,111,2016,1,13638,7.332453438920663
21532,63134,1230,2015,1,13638,7.332453438920663
21533,63134,1311,2018,2,13638,14.664906877841325
21534,63134,1972,2015,1,13638,7.332453438920663
21535,63136,111,2016,1,48560,2.059308072487644
21536,63137,10,2015,1,20654,4.841677156967173
21537,63137,1311,2017,1,20654,4.841677156967173
21538,63137,132,2015,1,20654,4.841677156967173
21539,63137,1834,2015,1,20654,4.841677156967173
21540,63139,1311,2016,1,22789,4.388081969371188
21541,63139,1510,2017,1,22789,4.388081969371188
21542,63139,1523,2016,1,22789,4.388081969371188
21543,63139,1530,2018,1,22789,4.388081969371188
21544,63140,132,2016,1,294,340.1360544217687
21545,63141,111,2016,1,20593,4.85601903559462
21546,63141,1311,2017,2,20593,9.71203807118924
21547,63141,1839,2016,1,20593,4.85601903559462
21548,63143,1311,2015,1,9678,10.332713370531103
21549,63143,1311,2017,1,9678,10.332713370531103
21550,63143,133,2015,1,9678,10.332713370531103
21551,63143,1834,2015,1,9678,10.332713370531103
21552,63143,1963,2018,1,9678,10.332713370531103
21553,63143,1972,2017,1,9678,10.332713370531103
21554,63144,124,2015,1,8825,11.331444759206798
21555,63144,1311,2016,2,8825,22.662889518413596
21556,63144,181,2017,1,8825,11.331444759206798
21557,63144,1972,2016,1,8825,11.331444759206798
21558,63146,1311,2016,2,29262,6.83480281593876
21559,63147,10,2015,1,11373,8.792754770069463
21560,63147,10,2017,1,11373,8.792754770069463
21561,63147,111,2015,1,11373,8.792754770069463
21562,63147,111,2016,2,11373,17.585509540138926
21563,63147,111,2017,2,11373,17.585509540138926
21564,63147,1311,2015,1,11373,8.792754770069463
21565,63147,1311,2017,1,11373,8.792754770069463
21566,63147,134,2017,1,11373,8.792754770069463
21567,63155,111,2016,1,0,0.0
21568,63301,111,2016,1,48514,2.061260667023952
21569,63301,1311,2016,1,48514,2.061260667023952
21570,63301,1311,2018,1,48514,2.061260667023952
21571,63301,1312,2016,1,48514,2.061260667023952
21572,63301,189,2015,1,48514,2.061260667023952
21573,63301,1960,2017,1,48514,2.061260667023952
21574,63301,1968,2017,1,48514,2.061260667023952
21575,63301,1971,2015,1,48514,2.061260667023952
21576,63301,1972,2015,1,48514,2.061260667023952
21577,63303,1832,2015,1,45834,2.181786446742593
21578,63304,111,2017,3,40336,7.437524791749306
21579,63304,111,2018,1,40336,2.479174930583102
21580,63304,1311,2018,2,40336,4.958349861166204
21581,63304,1971,2015,1,40336,2.479174930583102
21582,63304,1978,2016,1,40336,2.479174930583102
21583,63334,1311,2015,1,8569,11.669973159061733
21584,63343,1729,2015,1,4546,21.99736031676199
21585,63344,1510,2017,1,1663,60.132291040288635
21586,63344,162,2015,1,1663,60.132291040288635
21587,63348,111,2015,1,6059,16.50437365901964
21588,63348,1712,2017,1,6059,16.50437365901964
21589,63349,111,2016,1,1934,51.706308169596696
21590,63349,1311,2016,1,1934,51.706308169596696
21591,63353,111,2017,1,4593,21.77226213803614
21592,63357,1311,2017,1,5534,18.070112034694617
21593,63357,1839,2016,1,5534,18.070112034694617
21594,63361,1311,2015,1,4525,22.099447513812155
21595,63362,1311,2018,1,6350,15.74803149606299
21596,63363,111,2016,1,1719,58.17335660267597
21597,63363,1311,2016,1,1719,58.17335660267597
21598,63366,111,2016,2,46175,4.331348132106118
21599,63366,111,2017,2,46175,4.331348132106118
21600,63366,111,2018,1,46175,2.165674066053059
21601,63366,1311,2015,1,46175,2.165674066053059
21602,63366,1311,2016,2,46175,4.331348132106118
21603,63366,1311,2017,2,46175,4.331348132106118
21604,63366,133,2015,1,46175,2.165674066053059
21605,63366,133,2018,1,46175,2.165674066053059
21606,63366,1972,2015,1,46175,2.165674066053059
21607,63367,111,2015,1,19433,5.1458858642515315
21608,63367,1972,2016,1,19433,5.1458858642515315
21609,63367,1972,2017,1,19433,5.1458858642515315
21610,63368,111,2018,1,43360,2.3062730627306274
21611,63368,1311,2017,1,43360,2.3062730627306274
21612,63373,1834,2015,1,603,165.8374792703151
21613,63376,111,2017,1,70828,1.4118710114643926
21614,63376,111,2018,1,70828,1.4118710114643926
21615,63376,1311,2015,2,70828,2.8237420229287853
21616,63376,1311,2016,1,70828,1.4118710114643926
21617,63376,132,2017,1,70828,1.4118710114643926
21618,63376,133,2016,1,70828,1.4118710114643926
21619,63376,1960,2015,1,70828,1.4118710114643926
21620,63379,1311,2015,1,23348,4.283022100394039
21621,63379,160,2016,1,23348,4.283022100394039
21622,63379,1725,2016,1,23348,4.283022100394039
21623,63379,1729,2016,1,23348,4.283022100394039
21624,63379,1973,2015,1,23348,4.283022100394039
21625,63383,1311,2015,1,15770,6.341154090044388
21626,63383,1522,2016,1,15770,6.341154090044388
21627,63383,193,2016,1,15770,6.341154090044388
21628,63385,111,2015,1,35750,2.797202797202797
21629,63385,111,2016,1,35750,2.797202797202797
21630,63385,111,2018,1,35750,2.797202797202797
21631,63385,1311,2016,1,35750,2.797202797202797
21632,63385,1311,2017,1,35750,2.797202797202797
21633,63385,133,2015,1,35750,2.797202797202797
21634,63385,133,2016,1,35750,2.797202797202797
21635,63385,1520,2015,1,35750,2.797202797202797
21636,63385,1831,2017,1,35750,2.797202797202797
21637,63385,1972,2015,1,35750,2.797202797202797
21638,63386,1311,2018,1,538,185.87360594795538
21639,63390,10,2016,1,9760,10.245901639344263
21640,63401,111,2018,1,22067,4.531653600398785
21641,63401,1311,2015,1,22067,4.531653600398785
21642,63401,1311,2016,4,22067,18.12661440159514
21643,63401,1311,2018,1,22067,4.531653600398785
21644,63432,133,2016,1,513,194.9317738791423
21645,63434,1311,2016,1,687,145.5604075691412
21646,63434,160,2015,1,687,145.5604075691412
21647,63435,194,2018,1,4219,23.70229912301493
21648,63445,1520,2016,1,3911,25.568908207619536
21649,63445,1523,2016,1,3911,25.568908207619536
21650,63445,1839,2017,1,3911,25.568908207619536
21651,63447,111,2015,1,1133,88.261253309797
21652,63447,1311,2016,1,1133,88.261253309797
21653,63456,1311,2015,1,4271,23.413720440177944
21654,63456,1312,2017,1,4271,23.413720440177944
21655,63456,1520,2018,1,4271,23.413720440177944
21656,63456,1720,2016,1,4271,23.413720440177944
21657,63456,1720,2017,1,4271,23.413720440177944
21658,63460,1311,2016,1,328,304.8780487804878
21659,63461,1311,2018,1,5876,17.018379850238258
21660,63461,161,2018,1,5876,17.018379850238258
21661,63461,1729,2016,1,5876,17.018379850238258
21662,63461,194,2017,1,5876,17.018379850238258
21663,63501,1311,2017,2,21532,9.288500835965076
21664,63501,1311,2018,2,21532,9.288500835965076
21665,63501,160,2018,1,21532,4.644250417982538
21666,63548,111,2017,1,1287,77.7000777000777
21667,63552,1311,2016,1,7926,12.616704516780217
21668,63556,1311,2015,1,3779,26.46202699126753
21669,63556,1311,2018,2,3779,52.92405398253506
21670,63558,111,2016,1,742,134.77088948787062
21671,63601,1311,2017,2,16656,12.007684918347742
21672,63601,132,2015,1,16656,6.003842459173871
21673,63601,1520,2015,1,16656,6.003842459173871
21674,63601,161,2018,1,16656,6.003842459173871
21675,63601,1839,2015,1,16656,6.003842459173871
21676,63628,111,2015,1,16014,6.244536030972898
21677,63628,1311,2016,1,16014,6.244536030972898
21678,63631,111,2015,1,849,117.7856301531213
21679,63638,111,2016,1,2920,34.24657534246575
21680,63640,111,2015,2,26335,7.594456047085628
21681,63640,111,2016,1,26335,3.797228023542814
21682,63640,1721,2016,1,26335,3.797228023542814
21683,63645,111,2016,1,11420,8.756567425569177
21684,63662,111,2015,1,1185,84.38818565400844
21685,63664,1839,2018,1,8920,11.210762331838565
21686,63670,193,2017,1,11295,8.853474988933156
21687,63670,1972,2015,1,11295,8.853474988933156
21688,63701,10,2018,1,36812,2.7165054873410845
21689,63701,111,2018,1,36812,2.7165054873410845
21690,63701,1311,2015,1,36812,2.7165054873410845
21691,63701,1520,2017,1,36812,2.7165054873410845
21692,63701,1721,2016,1,36812,2.7165054873410845
21693,63701,1839,2016,1,36812,2.7165054873410845
21694,63701,1839,2018,1,36812,2.7165054873410845
21695,63703,1311,2018,1,8182,12.221950623319481
21696,63703,1972,2018,1,8182,12.221950623319481
21697,63755,111,2017,1,24006,4.165625260351579
21698,63755,1311,2015,2,24006,8.331250520703158
21699,63755,1311,2018,1,24006,4.165625260351579
21700,63755,132,2015,1,24006,4.165625260351579
21701,63755,1520,2015,1,24006,4.165625260351579
21702,63775,111,2015,2,16710,11.968880909634949
21703,63775,111,2016,1,16710,5.9844404548174746
21704,63775,1311,2015,1,16710,5.9844404548174746
21705,63775,1311,2016,1,16710,5.9844404548174746
21706,63775,1311,2017,1,16710,5.9844404548174746
21707,63775,2811,2018,1,16710,5.9844404548174746
21708,63780,111,2018,1,6740,14.836795252225519
21709,63780,1311,2015,1,6740,14.836795252225519
21710,63780,1311,2017,2,6740,29.673590504451038
21711,63780,1729,2018,1,6740,14.836795252225519
21712,63780,1971,2016,1,6740,14.836795252225519
21713,63785,111,2018,1,1000,100.0
21714,63801,111,2016,1,23123,4.324698352289928
21715,63801,111,2017,1,23123,4.324698352289928
21716,63801,111,2018,1,23123,4.324698352289928
21717,63801,1311,2016,1,23123,4.324698352289928
21718,63801,1311,2017,1,23123,4.324698352289928
21719,63801,1311,2018,1,23123,4.324698352289928
21720,63801,1530,2015,1,23123,4.324698352289928
21721,63821,1311,2017,1,970,103.09278350515464
21722,63829,1311,2016,1,1120,89.28571428571428
21723,63830,1722,2015,1,7102,14.080540692762602
21724,63830,1971,2017,1,7102,14.080540692762602
21725,63839,111,2016,1,485,206.18556701030928
21726,63841,132,2018,1,13123,7.6202087937209475
21727,63857,111,2016,1,12956,7.718431614695894
21728,63857,1311,2015,1,12956,7.718431614695894
21729,63866,10,2018,1,488,204.91803278688525
21730,63866,181,2018,1,488,204.91803278688525
21731,63869,111,2015,1,3783,26.434047052603752
21732,63869,111,2016,1,3783,26.434047052603752
21733,63869,111,2017,1,3783,26.434047052603752
21734,63869,1523,2015,1,3783,26.434047052603752
21735,63869,1973,2016,1,3783,26.434047052603752
21736,63876,1311,2018,1,2374,42.122999157540015
21737,63877,1311,2016,1,3931,25.438819638768763
21738,63901,111,2016,1,34665,2.8847540747151306
21739,63901,111,2017,3,34665,8.654262224145391
21740,63901,111,2018,2,34665,5.769508149430261
21741,63901,1211,2016,1,34665,2.8847540747151306
21742,63901,130,2017,1,34665,2.8847540747151306
21743,63901,1311,2017,2,34665,5.769508149430261
21744,63901,160,2016,1,34665,2.8847540747151306
21745,63932,1311,2015,1,1254,79.74481658692186
21746,63935,1522,2015,1,10158,9.844457570387872
21747,63957,1311,2015,1,5440,18.38235294117647
21748,63957,1311,2016,1,5440,18.38235294117647
21749,63960,1311,2018,1,3326,30.066145520144318
21750,64012,111,2018,1,27260,3.668378576669112
21751,64012,1972,2018,1,27260,3.668378576669112
21752,64014,111,2015,2,24797,8.065491793362101
21753,64015,132,2017,1,31217,3.2033827722074513
21754,64015,1972,2015,1,31217,3.2033827722074513
21755,64024,111,2016,1,16230,6.161429451632778
21756,64030,1311,2015,1,24422,4.094668741298829
21757,64030,1311,2017,1,24422,4.094668741298829
21758,64030,1523,2016,1,24422,4.094668741298829
21759,64030,1831,2017,1,24422,4.094668741298829
21760,64030,1972,2015,2,24422,8.189337482597658
21761,64037,111,2015,1,6150,16.260162601626018
21762,64037,111,2016,1,6150,16.260162601626018
21763,64037,111,2018,1,6150,16.260162601626018
21764,64037,160,2018,1,6150,16.260162601626018
21765,64050,129,2015,1,22178,4.508972855983408
21766,64050,1689,2015,1,22178,4.508972855983408
21767,64052,111,2017,1,20911,4.782172062550811
21768,64054,111,2018,1,3731,26.80246582685607
21769,64055,111,2018,1,33858,2.95351172544155
21770,64055,1510,2016,1,33858,2.95351172544155
21771,64055,1729,2018,1,33858,2.95351172544155
21772,64055,1831,2015,1,33858,2.95351172544155
21773,64055,1972,2015,1,33858,2.95351172544155
21774,64056,1311,2015,1,16576,6.032818532818533
21775,64056,132,2015,1,16576,6.032818532818533
21776,64056,1971,2015,1,16576,6.032818532818533
21777,64057,111,2018,1,14141,7.071635669330315
21778,64057,160,2018,1,14141,7.071635669330315
21779,64057,1972,2018,1,14141,7.071635669330315
21780,64058,1720,2016,1,6659,15.01726986033939
21781,64060,189,2016,1,13042,7.667535654040791
21782,64060,1966,2017,1,13042,7.667535654040791
21783,64061,111,2016,1,3387,29.52465308532625
21784,64061,1520,2015,1,3387,29.52465308532625
21785,64063,111,2018,1,20374,4.908216354176893
21786,64064,1312,2016,1,16223,6.164088023176972
21787,64065,1311,2017,1,27,3703.7037037037035
21788,64067,1311,2016,1,5789,17.274140611504578
21789,64068,111,2015,2,36280,5.512679162072768
21790,64068,111,2017,1,36280,2.756339581036384
21791,64068,1311,2015,1,36280,2.756339581036384
21792,64068,1311,2016,3,36280,8.26901874310915
21793,64068,1311,2017,1,36280,2.756339581036384
21794,64068,133,2017,1,36280,2.756339581036384
21795,64068,1972,2015,1,36280,2.756339581036384
21796,64068,1972,2017,1,36280,2.756339581036384
21797,64075,111,2017,1,11810,8.467400508044031
21798,64079,124,2018,1,12485,8.009611533840609
21799,64079,1523,2018,1,12485,8.009611533840609
21800,64081,160,2017,1,23144,4.3207742827514695
21801,64082,1311,2017,1,14456,6.91754288876591
21802,64082,1311,2018,1,14456,6.91754288876591
21803,64082,1839,2016,1,14456,6.91754288876591
21804,64085,120,2018,1,8803,11.359763716914689
21805,64086,111,2016,1,21925,4.561003420752566
21806,64088,132,2018,1,1378,72.5689404934688
21807,64093,111,2015,2,27608,7.244277021153289
21808,64093,111,2017,1,27608,3.6221385105766446
21809,64093,111,2018,1,27608,3.6221385105766446
21810,64093,1311,2016,1,27608,3.6221385105766446
21811,64093,1311,2017,1,27608,3.6221385105766446
21812,64093,132,2015,1,27608,3.6221385105766446
21813,64093,1681,2017,1,27608,3.6221385105766446
21814,64093,1971,2015,1,27608,3.6221385105766446
21815,64098,111,2017,1,2892,34.57814661134164
21816,64098,111,2018,1,2892,34.57814661134164
21817,64098,1311,2015,1,2892,34.57814661134164
